prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: customer service

Watch history:
1. Wonder Woman
2. Splinter
3. The Shield: Season 7 - The Final Act
4. X-Men: Volume 1
5. X-Men: Volume Two
6. Tokyo Zombie
7. What Doesn't Kill You
8. Exosquad: Season 1
9. Lost: Season 5
10. My Bloody Valentine 3D (Two-disc special edition)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Wonder Woman
2. Splinter
3. The Shield: Season 7 - The Final Act
4. X-Men: Volume 1
5. X-Men: Volume Two
6. Tokyo Zombie
7. What Doesn't Kill You
8. Exosquad: Season 1
9. Lost: Season 5
10. My Bloody Valentine 3D (Two-disc special edition)",M,25-34,customer service,B001QDBX6A,Eden Log
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: farmer

Watch history:
1. The Wire: Season 4
2. John Adams
3. John Adams
4. Wall-E (Mandarin Chinese Edition)
5. Mad Men: Season 1
6. Mad Men: Season 1
7. Eli Stone
8. Milk
9. Rent: Filmed Live on Broadway
10. Chris &amp; Don. A Love Story

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Wire: Season 4
2. John Adams
3. John Adams
4. Wall-E (Mandarin Chinese Edition)
5. Mad Men: Season 1
6. Mad Men: Season 1
7. Eli Stone
8. Milk
9. Rent: Filmed Live on Broadway
10. Chris &amp; Don. A Love Story",M,35-44,farmer,B001GXR7A6,Summer Heights High
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: scientist

Watch history:
1. Castle: Season 4
2. Aladdin VHS  1995
3. Sleeping Beauty Fully Restored Walt Disney's Masterpiece  VHS
4. The Jungle Book Fully Restored 30th Anniversary VHS
5. Rushmore
6. Scrooged
7. The Critic - The Complete Series
8. Angel - Season Two
9. CSI: Crime Scene Investigation: Season 3
10. CSI: Crime Scene Investigation: Season 2

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Castle: Season 4
2. Aladdin VHS  1995
3. Sleeping Beauty Fully Restored Walt Disney's Masterpiece  VHS
4. The Jungle Book Fully Restored 30th Anniversary VHS
5. Rushmore
6. Scrooged
7. The Critic - The Complete Series
8. Angel - Season Two
9. CSI: Crime Scene Investigation: Season 3
10. CSI: Crime Scene Investigation: Season 2",M,45-54,scientist,B000BX8R10,Broken Flowers
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: academic/educator

Watch history:
1. Star Trek
2. Star Trek XI
3. 17 Again [Blu-ray]
4. Christmas Carol VHS
5. Penny Princess
6. Arrested Development: Season 3
7. The Affair of the Necklace
8. Marie Antoinette
9. Mansfield Park VHS
10. Mansfield Park VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Star Trek
2. Star Trek XI
3. 17 Again [Blu-ray]
4. Christmas Carol VHS
5. Penny Princess
6. Arrested Development: Season 3
7. The Affair of the Necklace
8. Marie Antoinette
9. Mansfield Park VHS
10. Mansfield Park VHS",F,55-64,academic/educator,B000S1KX8A,Moliere
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: technician/engineer

Watch history:
1. April in Paris VHS
2. I Was a Male War Bride VHS
3. My Boyfriend's Back
4. Three Men and a Baby/Three Men and a Little Lady
5. My Boyfriend's Back
6. Three Men and a Baby/Three Men and a Little Lady
7. Jackie Collins' Lucky Chances VHS
8. The Presidio
9. EARTH ANGEL - Earth Angel
10. General Hospital: Night Shift: Season 1

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. April in Paris VHS
2. I Was a Male War Bride VHS
3. My Boyfriend's Back
4. Three Men and a Baby/Three Men and a Little Lady
5. My Boyfriend's Back
6. Three Men and a Baby/Three Men and a Little Lady
7. Jackie Collins' Lucky Chances VHS
8. The Presidio
9. EARTH ANGEL - Earth Angel
10. General Hospital: Night Shift: Season 1",M,18-24,technician/engineer,B000YM6DNW,General Hospital: Night Shift: Season 1
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: technician/engineer

Watch history:
1. Jersey Boys 2014
2. WWF: Wrestlemania XII VHS
3. WWF: WrestleMania XI VHS
4. WWF: WrestleMania IV VHS
5. WWF: WrestleMania X VHS
6. WWF: WrestleMania VIII VHS
7. WWF: WrestleMania V VHS
8. WWE: Backlash 2002
9. Into the Storm 2014  Region Free
10. WWE

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Jersey Boys 2014
2. WWF: Wrestlemania XII VHS
3. WWF: WrestleMania XI VHS
4. WWF: WrestleMania IV VHS
5. WWF: WrestleMania X VHS
6. WWF: WrestleMania VIII VHS
7. WWF: WrestleMania V VHS
8. WWE: Backlash 2002
9. Into the Storm 2014  Region Free
10. WWE",F,25-34,technician/engineer,B004LWZWFQ,The Amazing Spider-Man
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: scientist

Watch history:
1. Sci-Fi: Triple Feature
2. 8-Movie Pack Midnight Horror Collection V.2
3. Prometheus
4. Horror Collection Blood Diner/ Parents/ Earth Girls Are Easy/ Sundown/ FIDO/ Boy Eats Girl
5. Seinfeld: The Complete Series
6. 8-Movie Pack Midnight Horror Collection V.1
7. Predator / Predator 2 - 2-Movie Gift Set
8. The Walking Dead: Season 1
9. The Walking Dead: Season 2
10. Walking Dead, The Ssn 5

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Sci-Fi: Triple Feature
2. 8-Movie Pack Midnight Horror Collection V.2
3. Prometheus
4. Horror Collection Blood Diner/ Parents/ Earth Girls Are Easy/ Sundown/ FIDO/ Boy Eats Girl
5. Seinfeld: The Complete Series
6. 8-Movie Pack Midnight Horror Collection V.1
7. Predator / Predator 2 - 2-Movie Gift Set
8. The Walking Dead: Season 1
9. The Walking Dead: Season 2
10. Walking Dead, The Ssn 5",M,25-34,scientist,B00NYC65M8,Jurassic World
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: artist

Watch history:
1. Nobody's Child
2. NOVA: Welcome To Mars
3. Solaris
4. The Great Dictator
5. I am Sam
6. Evolution
7. Signs
8. Disney's Tuck Everlasting
9. Possession
10. Somewhere in Time

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Nobody's Child
2. NOVA: Welcome To Mars
3. Solaris
4. The Great Dictator
5. I am Sam
6. Evolution
7. Signs
8. Disney's Tuck Everlasting
9. Possession
10. Somewhere in Time",F,55-64,artist,B00004REFE,"Mary, Queen of Scots VHS"
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: executive/managerial

Watch history:
1. Lady &amp; The Tramp II: Scamp's Adventure
2. Fahrenheit 9/11
3. Monster's Ball
4. Kate &amp; Leopold
5. The Land Before Time: Journey to Big Water
6. The Land Before Time XI - The Invasion of the Tinysauruses VHS
7. Dinotopia - Quest for the Ruby Sunstone
8. Indiana Jones: The Complete Adventures (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull)
9. The Land Before Time: Through the Eyes of a Spiketail
10. The Land Before Time: Through the Eyes of a Spiketail

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Lady &amp; The Tramp II: Scamp's Adventure
2. Fahrenheit 9/11
3. Monster's Ball
4. Kate &amp; Leopold
5. The Land Before Time: Journey to Big Water
6. The Land Before Time XI - The Invasion of the Tinysauruses VHS
7. Dinotopia - Quest for the Ruby Sunstone
8. Indiana Jones: The Complete Adventures (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull)
9. The Land Before Time: Through the Eyes of a Spiketail
10. The Land Before Time: Through the Eyes of a Spiketail",F,35-44,executive/managerial,B00005NGTH,The Land Before Time - The Big Freeze VHS
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: lawyer

Watch history:
1. Yu Yu Hakusho: Ghost Files: Season 4
2. Fright Night 2: New Blood
3. Dracula Untold 2014
4. Coraline by tim burton
5. Waxwork VHS
6. V - The Original TV Miniseries VHS
7. Masquerade VHS
8. Road Trip
9. HERCULES
10. Step Brothers

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Yu Yu Hakusho: Ghost Files: Season 4
2. Fright Night 2: New Blood
3. Dracula Untold 2014
4. Coraline by tim burton
5. Waxwork VHS
6. V - The Original TV Miniseries VHS
7. Masquerade VHS
8. Road Trip
9. HERCULES
10. Step Brothers",F,18-24,lawyer,B00164KYTG,Step Brothers
"User profile (audit only):
- gender: F
- age: 45-54
- occupation: K-12 student

Watch history:
1. Are You Being Served? The Movie VHS
2. A Fistful of Dynamite VHS
3. Hawaii Five-O: Season 1
4. Hawaii Five-O - Seasons 1-5
5. Animusic
6. The Black Hole VHS
7. Yves Saint Laurent - His Life and Times/5 Avenue Marceau 75116 Paris
8. To Wong Foo Thanks for Everything VHS
9. Charlie's Angels: The Complete Series
10. Kismet [DVD]

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Are You Being Served? The Movie VHS
2. A Fistful of Dynamite VHS
3. Hawaii Five-O: Season 1
4. Hawaii Five-O - Seasons 1-5
5. Animusic
6. The Black Hole VHS
7. Yves Saint Laurent - His Life and Times/5 Avenue Marceau 75116 Paris
8. To Wong Foo Thanks for Everything VHS
9. Charlie's Angels: The Complete Series
10. Kismet [DVD]",F,45-54,K-12 student,B000TGJ8B2,I Love Lucy: The Complete Series
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: artist

Watch history:
1. O Brother, Where Art Thou?
2. Rashomon VHS
3. Rashomon
4. Planet Earth: The Complete BBC Series
5. Train of Life VHS
6. Mozart's Sister
7. Bride Flight
8. Captain America : First Avenger
9. Then She Found Me
10. The Hunger Games (2 Disc) [Region 2] [UK Import]

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. O Brother, Where Art Thou?
2. Rashomon VHS
3. Rashomon
4. Planet Earth: The Complete BBC Series
5. Train of Life VHS
6. Mozart's Sister
7. Bride Flight
8. Captain America : First Avenger
9. Then She Found Me
10. The Hunger Games (2 Disc) [Region 2] [UK Import]",F,18-24,artist,B000BKDNX0,Masterpiece Theatre: Elizabeth I - The Virgin Queen
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: customer service

Watch history:
1. Harry Potter and the Half-Blood Prince
2. Playing By Heart VHS
3. Playing By Heart
4. JFK Director's Cut
5. The Color Of Money VHS
6. The Color of Money
7. The Company
8. Road House VHS
9. Heartbreakers
10. Pick Up Artist VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Harry Potter and the Half-Blood Prince
2. Playing By Heart VHS
3. Playing By Heart
4. JFK Director's Cut
5. The Color Of Money VHS
6. The Color of Money
7. The Company
8. Road House VHS
9. Heartbreakers
10. Pick Up Artist VHS",M,55-64,customer service,B00003CXMO,Bring It on VHS
"User profile (audit only):
- gender: F
- age: 45-54
- occupation: sales/marketing

Watch history:
1. Runaway VHS
2. Enemy At the Gates
3. The Lord of the Rings: The Fellowship of the Ring
4. The Lord of the Rings - The Two Towers VHS
5. The Lord of the Rings: The Return of the King
6. Renaissance Man
7. Juggernaut
8. El Cid
9. Jumper
10. El Cid

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Runaway VHS
2. Enemy At the Gates
3. The Lord of the Rings: The Fellowship of the Ring
4. The Lord of the Rings - The Two Towers VHS
5. The Lord of the Rings: The Return of the King
6. Renaissance Man
7. Juggernaut
8. El Cid
9. Jumper
10. El Cid",F,45-54,sales/marketing,B00177Y9ZC,Jumper
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: college/grad student

Watch history:
1. Play'd
2. Men of Honor VHS
3. Radio
4. Down in the Delta
5. In Too Deep VHS
6. Happily Ever After Collection: Fairy Tales For Every Child (Mother Goose/Pinocchio/The Pied Piper/The Golden Goose)
7. Critical Condition
8. Mandingo VHS
9. All Star Comedy Jam 2009
10. Trapped In The Closet Chapters 1-22

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Play'd
2. Men of Honor VHS
3. Radio
4. Down in the Delta
5. In Too Deep VHS
6. Happily Ever After Collection: Fairy Tales For Every Child (Mother Goose/Pinocchio/The Pied Piper/The Golden Goose)
7. Critical Condition
8. Mandingo VHS
9. All Star Comedy Jam 2009
10. Trapped In The Closet Chapters 1-22",M,55-64,college/grad student,B000XCZF1Y,Trapped In The Closet Chapters 1-22
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: unemployed

Watch history:
1. The Royal Hunt of the Sun
2. Don't Bother to Knock VHS
3. Detour VHS
4. Detour
5. Film Noir Classic Collection - Volume 1 (The Asphalt Jungle / Gun Crazy / Murder My Sweet / Out of the Past / The Set-Up)
6. The Eddy Duchin Story VHS
7. Live a Little Love a Little VHS
8. Suddenly VHS
9. Hostel
10. The Frank Sinatra and Gene Kelly Collection: (On the Town / Anchors Aweigh / Take Me out to the Ball Game)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Royal Hunt of the Sun
2. Don't Bother to Knock VHS
3. Detour VHS
4. Detour
5. Film Noir Classic Collection - Volume 1 (The Asphalt Jungle / Gun Crazy / Murder My Sweet / Out of the Past / The Set-Up)
6. The Eddy Duchin Story VHS
7. Live a Little Love a Little VHS
8. Suddenly VHS
9. Hostel
10. The Frank Sinatra and Gene Kelly Collection: (On the Town / Anchors Aweigh / Take Me out to the Ball Game)",M,35-44,unemployed,B0013LL2XE,The Frank Sinatra and Gene Kelly Collection: (On the Town / Anchors Aweigh / Take Me out to the Ball Game)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: artist

Watch history:
1. Sliding Doors VHS
2. Dr. T &amp; the Women
3. Earth: The Inside Story
4. Rescue Dawn
5. Rescue Dawn
6. The Bounty VHS
7. Bad Company
8. Spirit of the Pony Express
9. The Clearing
10. Karla

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Sliding Doors VHS
2. Dr. T &amp; the Women
3. Earth: The Inside Story
4. Rescue Dawn
5. Rescue Dawn
6. The Bounty VHS
7. Bad Company
8. Spirit of the Pony Express
9. The Clearing
10. Karla",M,25-34,artist,B016BSPTZA,Learning to Drive
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: tradesman/craftsman

Watch history:
1. Antboy
2. The Notebook ( A nagy f&uuml;zet ) ( The Note book ) [ NON-USA FORMAT, PAL, Reg.0 Import - Germany ]
3. Like Sunday Like Rain
4. Mommy [Blu-ray]
5. Northern Borders
6. Curse of the Witching Tree
7. Underdog Kids
8. Edge of Sanity VHS
9. Miracle Down Under VHS
10. Waiting for the Light [VHS]

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Antboy
2. The Notebook ( A nagy f&uuml;zet ) ( The Note book ) [ NON-USA FORMAT, PAL, Reg.0 Import - Germany ]
3. Like Sunday Like Rain
4. Mommy [Blu-ray]
5. Northern Borders
6. Curse of the Witching Tree
7. Underdog Kids
8. Edge of Sanity VHS
9. Miracle Down Under VHS
10. Waiting for the Light [VHS]",F,35-44,tradesman/craftsman,B0006U5VAI,The Sugar Creek Gang: Swamp Robber
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: sales/marketing

Watch history:
1. Metal Tornado
2. 100 Below Zero
3. Attack From Beneath
4. Meteor
5. Atlantis, the Lost Continent VHS
6. Meteor Storm
7. The Avengers - The Complete Emma Peel Megaset
8. The Avengers: The Complete Emma Peel Megaset
9. Best Of Fractured Fairy Tales
10. Godzilla - The Complete Animated Series

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Metal Tornado
2. 100 Below Zero
3. Attack From Beneath
4. Meteor
5. Atlantis, the Lost Continent VHS
6. Meteor Storm
7. The Avengers - The Complete Emma Peel Megaset
8. The Avengers: The Complete Emma Peel Megaset
9. Best Of Fractured Fairy Tales
10. Godzilla - The Complete Animated Series",M,25-34,sales/marketing,B00NV6K02S,Star Wars: The Clone Wars - The Lost Missions
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: doctor/health care

Watch history:
1. Bones
2. Julie &amp; Julia
3. Operation Thunderbolt
4. Sherlock Holmes
5. Leap Year
6. Chloe
7. Night at the Museum: Battle of the Smithsonian
8. Brooklyns Finest
9. Gladiator VHS
10. Mister Roberts VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Bones
2. Julie &amp; Julia
3. Operation Thunderbolt
4. Sherlock Holmes
5. Leap Year
6. Chloe
7. Night at the Museum: Battle of the Smithsonian
8. Brooklyns Finest
9. Gladiator VHS
10. Mister Roberts VHS",F,35-44,doctor/health care,B0000YTP02,Secondhand Lions
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: doctor/health care

Watch history:
1. In Search Of Aliens: Season 1
2. Ancient Aliens: Season 7, Vol. 1
3. Murdoch Mysteries, Season 8
4. Republic of Doyle, Season 1
5. A Pure Formality VHS
6. Jurassic World
7. Up (Mandarin Chinese Edition)
8. Up TM 3/SD/EC
9. Lawman: Season 1
10. Arrow anglais

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. In Search Of Aliens: Season 1
2. Ancient Aliens: Season 7, Vol. 1
3. Murdoch Mysteries, Season 8
4. Republic of Doyle, Season 1
5. A Pure Formality VHS
6. Jurassic World
7. Up (Mandarin Chinese Edition)
8. Up TM 3/SD/EC
9. Lawman: Season 1
10. Arrow anglais",M,45-54,doctor/health care,B00IWS74TM,Perry Mason Double Feature: The Case of the Sinister Spirit / The Case of the Murdered Madam
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: executive/managerial

Watch history:
1. Frailty
2. Frailty VHS
3. Sexy Beast
4. Hudsucker Proxy VHS
5. January Man VHS
6. Dave Chappelle: Killin' Them Softly
7. The Tenant
8. Playing By Heart VHS
9. Playing By Heart
10. K-Pax

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Frailty
2. Frailty VHS
3. Sexy Beast
4. Hudsucker Proxy VHS
5. January Man VHS
6. Dave Chappelle: Killin' Them Softly
7. The Tenant
8. Playing By Heart VHS
9. Playing By Heart
10. K-Pax",M,18-24,executive/managerial,B000083C6V,"Family Guy, Volume One"
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: artist

Watch history:
1. Teenage Mutant Ninja Turtles: Season 1 Ver 2
2. Sahara
3. After the Sunset
4. Madagascar
5. Runaway Jury
6. Elektra
7. Doctor Dolittle VHS
8. Wimbledon
9. Phantom of the Opera VHS
10. Mindhunters

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Teenage Mutant Ninja Turtles: Season 1 Ver 2
2. Sahara
3. After the Sunset
4. Madagascar
5. Runaway Jury
6. Elektra
7. Doctor Dolittle VHS
8. Wimbledon
9. Phantom of the Opera VHS
10. Mindhunters",M,45-54,artist,B00005JPA0,Employee of the Month
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: customer service

Watch history:
1. Columbo: The Complete Fifth Season
2. The Bob Newhart Show - The Complete Third Season
3. All Creatures Great &amp; Small - The Complete Series 6 Collection
4. Columbo: The Complete Sixth &amp; Seventh Seasons
5. The Lost Room
6. All Creatures Great and Small - The Complete Series 7 Collection
7. The Wild Wild West: The Complete Series
8. Spin City: Season 1
9. Benson: Season 2
10. The Real Adventures of Jonny Quest: Season 1, Volume One

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Columbo: The Complete Fifth Season
2. The Bob Newhart Show - The Complete Third Season
3. All Creatures Great &amp; Small - The Complete Series 6 Collection
4. Columbo: The Complete Sixth &amp; Seventh Seasons
5. The Lost Room
6. All Creatures Great and Small - The Complete Series 7 Collection
7. The Wild Wild West: The Complete Series
8. Spin City: Season 1
9. Benson: Season 2
10. The Real Adventures of Jonny Quest: Season 1, Volume One",M,55-64,customer service,B003XMKU0M,Renegade: Complete Series
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: scientist

Watch history:
1. Shuttered Room &amp; It
2. Alice in Wonderland (1933)
3. Quatermass &amp; The Pit VHS
4. The Norma Talmadge Double Feature: (Kiki / Within the Law)
5. Four Sided Triangle
6. Phantom Ship
7. Hammer Films: The Icons of Suspense Collection (Stop Me Before I Kill! / Cash on Demand / The Snorkel / Maniac / Never Take Candy from a Stranger / and more)
8. Edward II VHS
9. She VHS
10. She VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Shuttered Room &amp; It
2. Alice in Wonderland (1933)
3. Quatermass &amp; The Pit VHS
4. The Norma Talmadge Double Feature: (Kiki / Within the Law)
5. Four Sided Triangle
6. Phantom Ship
7. Hammer Films: The Icons of Suspense Collection (Stop Me Before I Kill! / Cash on Demand / The Snorkel / Maniac / Never Take Candy from a Stranger / and more)
8. Edward II VHS
9. She VHS
10. She VHS",M,25-34,scientist,B001BSBBIA,She - In COLOR! Also Includes the Original Black-and-White Version which has been Beautifully Restored and Enhanced!
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: farmer

Watch history:
1. Indiana Jones and the Last Crusade
2. Indiana Jones and the Last Crusade
3. The Lord Of The Rings: Trilogy
4. X-Men: Trilogy (X-Men / X2: X-Men United / X-Men: The Last Stand)
5. The Frogmen
6. Valkyrie
7. Pretty in Pink VHS
8. Jumanji VHS
9. Alice in Wonderland [Blu-ray]
10. I am Number Four anglais

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Indiana Jones and the Last Crusade
2. Indiana Jones and the Last Crusade
3. The Lord Of The Rings: Trilogy
4. X-Men: Trilogy (X-Men / X2: X-Men United / X-Men: The Last Stand)
5. The Frogmen
6. Valkyrie
7. Pretty in Pink VHS
8. Jumanji VHS
9. Alice in Wonderland [Blu-ray]
10. I am Number Four anglais",F,25-34,farmer,B0081FSMMO,Hatfields &amp; McCoys
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: sales/marketing

Watch history:
1. Yellowbeard VHS
2. Divine Horsemen: Living Gods of Haiti VHS
3. Formula
4. Olympia: The Complete Original Version
5. Atragon
6. The Third Man VHS
7. Treasure Island
8. Tears of the Sun VHS
9. V for Vendetta
10. Red 2

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Yellowbeard VHS
2. Divine Horsemen: Living Gods of Haiti VHS
3. Formula
4. Olympia: The Complete Original Version
5. Atragon
6. The Third Man VHS
7. Treasure Island
8. Tears of the Sun VHS
9. V for Vendetta
10. Red 2",M,55-64,sales/marketing,B00DBPBQ6I,Delete
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: clerical/admin

Watch history:
1. The Odd Couple: Season 3
2. Kate And Allie: Season 4
3. The Love Boat: Two Season Pack
4. THE NANNY - COMPLETE SEASON 4
5. The Odd Couple: Season 3
6. Kate And Allie: Season 3
7. The Greatest American Hero: The Complete Series
8. 54 VHS
9. For Keeps
10. Walker Texas Ranger: Complete First Season [DVD] [Import]

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Odd Couple: Season 3
2. Kate And Allie: Season 4
3. The Love Boat: Two Season Pack
4. THE NANNY - COMPLETE SEASON 4
5. The Odd Couple: Season 3
6. Kate And Allie: Season 3
7. The Greatest American Hero: The Complete Series
8. 54 VHS
9. For Keeps
10. Walker Texas Ranger: Complete First Season [DVD] [Import]",F,25-34,clerical/admin,B001JAHPR6,CHiPs: Season 3
"User profile (audit only):
- gender: F
- age: 45-54
- occupation: other

Watch history:
1. Leslie Sansone: 5 Mile Walk
2. Thr3e
3. The Last Sin Eater
4. The League of Grateful Sons
5. We Are Marshall
6. The Closer: Season 2
7. A Holiday Romance
8. Flushed Away
9. CSI: Miami: Season 4
10. We Are Marshall

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Leslie Sansone: 5 Mile Walk
2. Thr3e
3. The Last Sin Eater
4. The League of Grateful Sons
5. We Are Marshall
6. The Closer: Season 2
7. A Holiday Romance
8. Flushed Away
9. CSI: Miami: Season 4
10. We Are Marshall",F,45-54,other,B000N4SHNU,Arthur and the Invisibles
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: doctor/health care

Watch history:
1. Kamikaze Girls
2. IMAX Hubble [Blu-ray 3D]
3. Bio-Dome VHS
4. FEU: Crazy Horse Paris 3D [Blu-Ray] [Region Free]
5. Water Bottle
6. Wings 3D BD
7. Gatekeepers:for Tomorrow VHS
8. The Ultimate James Bond Collection
9. Tokyo Tribe
10. AVGN X Collection (Angry Video Game Nerd Episodes 1-100)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Kamikaze Girls
2. IMAX Hubble [Blu-ray 3D]
3. Bio-Dome VHS
4. FEU: Crazy Horse Paris 3D [Blu-Ray] [Region Free]
5. Water Bottle
6. Wings 3D BD
7. Gatekeepers:for Tomorrow VHS
8. The Ultimate James Bond Collection
9. Tokyo Tribe
10. AVGN X Collection (Angry Video Game Nerd Episodes 1-100)",M,55-64,doctor/health care,B000065F8D,Osamu Tezuka's Metropolis French
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: K-12 student

Watch history:
1. Emmanuelle in Space: A World of Desire Unrated Edition  VHS
2. Just Shoot Me - Seasons One and Two
3. Newsradio: The Complete Series
4. Fascination
5. Serpent's Lair VHS
6. Bewitched: The Complete Series
7. Black Sunday
8. Beast Must Die VHS
9. Frankenstein Meets the Wolfman VHS
10. I Married a Monster From Outer Space

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Emmanuelle in Space: A World of Desire Unrated Edition  VHS
2. Just Shoot Me - Seasons One and Two
3. Newsradio: The Complete Series
4. Fascination
5. Serpent's Lair VHS
6. Bewitched: The Complete Series
7. Black Sunday
8. Beast Must Die VHS
9. Frankenstein Meets the Wolfman VHS
10. I Married a Monster From Outer Space",M,18-24,K-12 student,B011MUA5J2,Mission: Impossible: The Original TV Series
